Year,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2020,2021,NM,New Mexico,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,50.8,50.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,35.3,66.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",35,ORH,ORH05,CRDPREV,RACE,AIAN
2020,2021,NV,Nevada,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,24.5,24.5,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,15.8,35.9,Race/Ethnicity,"Black, non-Hispanic",32,ORH,ORH05,CRDPREV,RACE,BLK
2020,2021,NE,Nebraska,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,37.1,37.1,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,23.2,53.5,Race/Ethnicity,"Black, non-Hispanic",31,ORH,ORH05,CRDPREV,RACE,BLK
2020,2021,OR,Oregon,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,41.6,41.6,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,21.3,65.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",41,ORH,ORH05,CRDPREV,RACE,AIAN
2020,2021,NH,New Hampshire,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,40.2,40.2,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,28.1,53.6,Race/Ethnicity,Hispanic,33,ORH,ORH05,CRDPREV,RACE,HIS
2020,2021,NJ,New Jersey,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,54.8,54.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,41.2,67.6,Race/Ethnicity,"Multiracial, non-Hispanic",34,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,NC,North Carolina,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,19.5,19.5,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,10.1,34.3,Race/Ethnicity,"Asian, non-Hispanic",37,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,NE,Nebraska,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,28.3,28.3,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,13.3,50.5,Race/Ethnicity,"Asian, non-Hispanic",31,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,NY,New York,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,41.2,41.2,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,29.7,53.6,Race/Ethnicity,"Multiracial, non-Hispanic",36,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,NE,Nebraska,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,49.3,49.3,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,37.3,61.3,Race/Ethnicity,"Multiracial, non-Hispanic",31,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,NM,New Mexico,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,41.8,41.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,24.2,61.8,Race/Ethnicity,"Asian, non-Hispanic",35,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,NC,North Carolina,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,33.3,33.3,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,23.5,44.8,Race/Ethnicity,Hispanic,37,ORH,ORH05,CRDPREV,RACE,HIS
2020,2021,ND,North Dakota,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,39.1,39.1,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,25.3,55.0,Race/Ethnicity,Hispanic,38,ORH,ORH05,CRDPREV,RACE,HIS
2020,2021,NM,New Mexico,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,43.6,43.6,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,27.1,61.8,Race/Ethnicity,"Multiracial, non-Hispanic",35,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,OR,Oregon,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,33.6,33.6,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,20.8,49.3,Race/Ethnicity,"Black, non-Hispanic",41,ORH,ORH05,CRDPREV,RACE,BLK
2020,2021,OK,Oklahoma,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,42.9,42.9,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,29.7,57.1,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",40,ORH,ORH05,CRDPREV,RACE,AIAN
2020,2021,OH,Ohio,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,42.3,42.3,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,31.2,54.2,Race/Ethnicity,"Multiracial, non-Hispanic",39,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,ND,North Dakota,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,30.6,30.6,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,13.6,55.3,Race/Ethnicity,"Asian, non-Hispanic",38,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,NC,North Carolina,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,55.1,55.1,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,40.6,68.8,Race/Ethnicity,"Multiracial, non-Hispanic",37,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,ND,North Dakota,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,48.0,48.0,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,35.3,61.0,Race/Ethnicity,"Multiracial, non-Hispanic",38,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,NH,New Hampshire,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,55.5,55.5,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,40.2,69.9,Race/Ethnicity,"Multiracial, non-Hispanic",33,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,NH,New Hampshire,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,24.6,24.6,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,13.7,40.3,Race/Ethnicity,"Asian, non-Hispanic",33,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,NJ,New Jersey,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,41.8,41.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,31.4,53.1,Race/Ethnicity,"Black, non-Hispanic",34,ORH,ORH05,CRDPREV,RACE,BLK
2020,2021,SC,South Carolina,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,30.5,30.5,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,15.8,50.7,Race/Ethnicity,"Asian, non-Hispanic",45,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,TN,Tennessee,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,16.4,16.4,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,8.2,30.2,Race/Ethnicity,"Asian, non-Hispanic",47,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,TN,Tennessee,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,51.8,51.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,37.3,66.1,Race/Ethnicity,"Multiracial, non-Hispanic",47,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,SC,South Carolina,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,33.7,33.7,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,23.1,46.3,Race/Ethnicity,Hispanic,45,ORH,ORH05,CRDPREV,RACE,HIS
2020,2021,PA,Pennsylvania,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,32.3,32.3,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,22.9,43.4,Race/Ethnicity,Hispanic,42,ORH,ORH05,CRDPREV,RACE,HIS
2020,2021,VT,Vermont,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,23.9,23.9,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,11.0,44.4,Race/Ethnicity,"Asian, non-Hispanic",50,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,TN,Tennessee,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,29.5,29.5,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,19.3,42.3,Race/Ethnicity,Hispanic,47,ORH,ORH05,CRDPREV,RACE,HIS
2020,2021,US,United States,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,33.2,33.2,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,20.8,48.5,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",59,ORH,ORH05,CRDPREV,RACE,HAPI
2020,2021,RI,Rhode Island,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,46.2,46.2,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,33.8,59.0,Race/Ethnicity,"Multiracial, non-Hispanic",44,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,SD,South Dakota,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,45.6,45.6,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,33.9,57.8,Race/Ethnicity,"Multiracial, non-Hispanic",46,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,UT,Utah,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,64.9,64.9,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,50.6,77.0,Race/Ethnicity,"Multiracial, non-Hispanic",49,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,SD,South Dakota,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,50.7,50.7,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,34.4,66.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",46,ORH,ORH05,CRDPREV,RACE,AIAN
2020,2021,VT,Vermont,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,45.8,45.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,32.7,59.6,Race/Ethnicity,"Multiracial, non-Hispanic",50,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,TX,Texas,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,51.5,51.5,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,38.3,64.6,Race/Ethnicity,"Multiracial, non-Hispanic",48,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,SC,South Carolina,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,57.9,57.9,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,45.4,69.5,Race/Ethnicity,"Multiracial, non-Hispanic",45,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,RI,Rhode Island,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,42.9,42.9,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,28.4,58.8,Race/Ethnicity,"Black, non-Hispanic",44,ORH,ORH05,CRDPREV,RACE,BLK
2020,2021,PA,Pennsylvania,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,30.9,30.9,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,19.6,45.0,Race/Ethnicity,"Black, non-Hispanic",42,ORH,ORH05,CRDPREV,RACE,BLK
2020,2021,SD,South Dakota,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,44.2,44.2,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,28.4,61.2,Race/Ethnicity,Hispanic,46,ORH,ORH05,CRDPREV,RACE,HIS
2020,2021,RI,Rhode Island,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,35.5,35.5,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,22.2,51.6,Race/Ethnicity,"Asian, non-Hispanic",44,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,PA,Pennsylvania,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,51.9,51.9,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,35.7,67.6,Race/Ethnicity,"Multiracial, non-Hispanic",42,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,VT,Vermont,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,45.8,45.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,27.4,65.4,Race/Ethnicity,Hispanic,50,ORH,ORH05,CRDPREV,RACE,HIS
2020,2021,PA,Pennsylvania,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,22.5,22.5,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,13.1,35.8,Race/Ethnicity,"Asian, non-Hispanic",42,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,WV,West Virginia,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,37.5,37.5,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,18.0,62.1,Race/Ethnicity,Hispanic,54,ORH,ORH05,CRDPREV,RACE,HIS
2020,2021,VA,Virginia,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,38.2,38.2,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,28.3,49.2,Race/Ethnicity,Hispanic,51,ORH,ORH05,CRDPREV,RACE,HIS
2020,2021,WI,Wisconsin,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,34.8,34.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,25.3,45.7,Race/Ethnicity,"Asian, non-Hispanic",55,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,VA,Virginia,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,54.7,54.7,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,42.7,66.3,Race/Ethnicity,"Multiracial, non-Hispanic",51,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,WV,West Virginia,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,41.6,41.6,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,22.9,63.0,Race/Ethnicity,"Black, non-Hispanic",54,ORH,ORH05,CRDPREV,RACE,BLK
2020,2021,WV,West Virginia,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,62.9,62.9,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,44.4,78.2,Race/Ethnicity,"Multiracial, non-Hispanic",54,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,VA,Virginia,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,40.4,40.4,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,30.6,51.0,Race/Ethnicity,"Asian, non-Hispanic",51,ORH,ORH05,CRDPREV,RACE,ASN
2020,2021,WY,Wyoming,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,65.0,65.0,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,49.7,77.7,Race/Ethnicity,"Multiracial, non-Hispanic",56,ORH,ORH05,CRDPREV,RACE,MRC
2020,2021,WA,Washington,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,27.8,27.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,15.5,44.7,Race/Ethnicity,"Black, non-Hispanic",53,ORH,ORH05,CRDPREV,RACE,BLK
2020,2021,AK,Alaska,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,38.8,38.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,26.2,53.1,Race/Ethnicity,"Asian, non-Hispanic",2,SLEP,SLP01,CRDPREV,RACE,ASN
2020,2021,CO,Colorado,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,23.8,23.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,12.4,40.6,Race/Ethnicity,"Black, non-Hispanic",8,SLEP,SLP01,CRDPREV,RACE,BLK
2020,2021,CA,California,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,38.7,38.7,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,22.3,58.2,Race/Ethnicity,"Black, non-Hispanic",6,SLEP,SLP01,CRDPREV,RACE,BLK
2020,2021,AR,Arkansas,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,24.8,24.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,10.5,48.2,Race/Ethnicity,"Asian, non-Hispanic",5,SLEP,SLP01,CRDPREV,RACE,ASN
2020,2021,AK,Alaska,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,40.1,40.1,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,25.0,57.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2,SLEP,SLP01,CRDPREV,RACE,AIAN
2020,2021,AR,Arkansas,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,65.9,65.9,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,54.8,75.5,Race/Ethnicity,"Black, non-Hispanic",5,SLEP,SLP01,CRDPREV,RACE,BLK
2020,2021,AL,Alabama,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,46.4,46.4,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,31.0,62.5,Race/Ethnicity,Hispanic,1,SLEP,SLP01,CRDPREV,RACE,HIS
2020,2021,AZ,Arizona,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,39.7,39.7,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,21.3,61.6,Race/Ethnicity,"Black, non-Hispanic",4,SLEP,SLP01,CRDPREV,RACE,BLK
2020,2021,CT,Connecticut,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,28.3,28.3,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,17.7,42.1,Race/Ethnicity,"Multiracial, non-Hispanic",9,SLEP,SLP01,CRDPREV,RACE,MRC
2020,2021,AR,Arkansas,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,45.2,45.2,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,30.5,60.8,Race/Ethnicity,"Multiracial, non-Hispanic",5,SLEP,SLP01,CRDPREV,RACE,MRC
2020,2021,AZ,Arizona,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,24.8,24.8,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,15.3,37.5,Race/Ethnicity,"Multiracial, non-Hispanic",4,SLEP,SLP01,CRDPREV,RACE,MRC
2020,2021,AL,Alabama,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,41.3,41.3,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,27.3,56.8,Race/Ethnicity,"Multiracial, non-Hispanic",1,SLEP,SLP01,CRDPREV,RACE,MRC
2020,2021,CT,Connecticut,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,43.4,43.4,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,30.3,57.5,Race/Ethnicity,"Black, non-Hispanic",9,SLEP,SLP01,CRDPREV,RACE,BLK
2020,2021,AK,Alaska,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,29.0,29.0,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,18.8,42.0,Race/Ethnicity,Hispanic,2,SLEP,SLP01,CRDPREV,RACE,HIS
2020,2021,CO,Colorado,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,23.9,23.9,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,11.5,43.1,Race/Ethnicity,"Asian, non-Hispanic",8,SLEP,SLP01,CRDPREV,RACE,ASN
2020,2021,AR,Arkansas,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,40.4,40.4,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,30.0,51.7,Race/Ethnicity,Hispanic,5,SLEP,SLP01,CRDPREV,RACE,HIS
2020,2021,AZ,Arizona,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,26.6,26.6,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,15.1,42.5,Race/Ethnicity,"Asian, non-Hispanic",4,SLEP,SLP01,CRDPREV,RACE,ASN
2020,2021,IL,Illinois,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,34.6,34.6,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,22.4,49.3,Race/Ethnicity,"Asian, non-Hispanic",17,SLEP,SLP01,CRDPREV,RACE,ASN
2020,2021,FL,Florida,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,41.7,41.7,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,32.0,52.0,Race/Ethnicity,"Black, non-Hispanic",12,SLEP,SLP01,CRDPREV,RACE,BLK
2020,2021,HI,Hawaii,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,69.1,69.1,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,54.2,80.8,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",15,SLEP,SLP01,CRDPREV,RACE,HAPI
2020,2021,GA,Georgia,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,44.4,44.4,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,31.8,57.8,Race/Ethnicity,"Multiracial, non-Hispanic",13,SLEP,SLP01,CRDPREV,RACE,MRC
2020,2021,DC,District of Columbia,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,19.6,19.6,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,11.3,31.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",11,SLEP,SLP01,CRDPREV,RACE,AIAN
2020,2021,IL,Illinois,NSCH,Sleep,Short sleep duration among children aged 4 months to 14 years,%,Crude Prevalence,31.5,31.5,###,Interpret with caution: 95% confidence interval width is greater than 20 percentage points or 1.2 times the estimate,20.6,44.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",17,SLEP,SLP01,CRDPREV,RACE,AIAN
